User-ID,ISBN,Book-Rating
278832,1558747109,5.0
278843,0060517794,3.5
278843,0440211263,3.5
278843,0553274503,4.0
278843,0679412956,4.0
278843,0786881852,4.0
278846,0060809833,4.0
278851,1558531025,4.0
17,0891075275,3.0
17,0891076182,1.5
26,0446310786,5.0
39,0553582909,4.0
56,0671623249,3.5
75,1558531025,2.5
92,8445071408,3.5
99,0312252617,4.0
99,0446677450,5.0
99,0451166892,1.5
114,0446612618,4.0
114,0451208080,4.0
129,0316735736,3.5
178,0451410319,3.0
185,0380778556,5.0
228,0385337639,3.5
242,3257233051,4.5
243,0060977493,3.5
243,0375400117,5.0
243,0786863986,2.5
244,0060977493,3.5
254,0060934700,4.5
254,0066238501,2.5
254,0142001740,4.5
254,037582345X,4.5
254,0380789035,5.0
254,0380973839,4.5
254,0439064872,4.5
254,0439139597,4.5
254,0590353403,4.5
254,156389226X,4.5
334,1573228737,4.0
383,0385416342,5.0
388,0449002632,3.5
388,0449213773,5.0
424,0805063897,4.0
431,0553285343,2.0
433,0842329129,2.5
446,0060932759,4.0
453,0312278586,3.0
493,0385472951,4.0
503,0140179836,5.0
503,1558743669,5.0
507,0142001740,5.0
507,055357695X,3.5
507,0689710887,5.0
507,0743260244,5.0
507,0821772953,4.0
508,0385335679,3.0
512,0671525832,2.5
513,0553279572,4.5
537,0679450432,3.5
566,0399144463,1.0
566,0618231617,4.0
596,0743213831,4.0
625,2266084372,4.0
628,3442724686,2.5
638,0316789089,5.0
638,0316969443,5.0
638,0385500769,5.0
638,0394574745,4.0
638,0446523569,5.0
638,0525943862,4.0
638,0670892963,3.5
638,0679732241,4.5
638,0743406176,5.0
639,0451176812,3.5
641,0064407667,2.5
643,0671894455,3.5
643,1853260002,1.0
643,2253063339,5.0
650,0060927240,3.5
651,0425049981,5.0
651,0425142485,3.0
651,0679801146,2.0
651,0786886463,3.5
695,0812521331,3.5
712,3404118960,2.5
726,0380820447,5.0
735,038533334X,2.0
735,044661162X,4.5
735,0515134368,4.5
753,0871137380,5.0
763,0805062971,5.0
771,0345347536,5.0
776,0060529709,3.5
776,0876850867,4.0
780,0449911004,5.0
785,0743237188,2.5
805,039592720X,4.5
805,0440215625,4.0
805,0684844729,4.0
819,0451124340,2.5
819,0671726889,2.5
843,0684819066,4.0
853,0140042520,4.0
853,0345375211,4.5
882,0373484224,3.5
882,0515134368,3.0
882,0553205587,4.5
882,0553280589,5.0
899,3257061269,4.5
899,3453088433,2.0
901,0099771519,4.5
903,0876855575,4.5
929,0345285549,2.5
929,0439404371,4.0
938,0385335482,4.5
951,0375704043,4.0
969,068986020X,4.0
999,0441003257,3.5
1008,0312195516,4.5
1009,0451181468,4.5
1009,0671028375,5.0
1021,0060930535,5.0
1022,0375702709,5.0
1022,044990928X,4.0
1025,0330306839,4.0
1025,0380012863,4.0
1025,0552998001,4.5
1031,0345458915,3.5
1032,006092988X,4.0
1032,0446310786,5.0
1038,0140317937,2.5
1063,0671880187,2.5
1075,0142001740,5.0
1075,0553377868,4.5
1075,0892967048,4.0
1083,014131088X,5.0
1093,0312983212,3.0
1116,0553575619,2.5
1118,0399144463,4.0
1118,0671527215,4.5
1129,0064407667,2.0
1129,0385472951,3.0
1129,0553377876,1.5
1131,0061098361,3.5
1131,0070212570,3.5
1131,0312243022,4.0
1131,0446673544,2.5
1131,0671793489,3.5
1131,0679761837,3.5
1133,0446611239,4.0
1140,0671880187,5.0
1155,0373250223,4.0
1155,0380817683,5.0
1155,0671689231,3.5
1155,0743405978,4.0
1166,225313922X,4.5
1167,0440224675,4.0
1211,0099771519,4.5
1211,0752853694,4.0
1211,0786889373,4.0
1235,0345378490,4.5
1252,031231616X,4.0
1254,089480829X,5.0
1261,0688177751,4.0
1279,0872860175,2.5
1343,0590660543,5.0
1396,0380727501,5.0
1399,0312423799,4.5
1403,0345440773,4.0
1424,0060930535,3.5
1424,0099771519,4.0
1424,0151002290,3.0
1424,0312420366,4.0
1424,0385336403,3.0
1435,0345378490,2.5
1435,0446611239,5.0
1435,0451183665,3.5
1435,0486408760,5.0
1435,0671024248,2.0
1436,044022165X,3.0
1436,0451201558,4.5
1448,0679459626,3.0
1511,0425130215,3.5
1519,0671028375,4.0
1548,0312243022,4.0
1548,0345425707,4.0
1548,0425167313,4.0
1550,0802713661,4.5
1558,0446519960,5.0
1570,0156787334,5.0
1585,0446611611,3.0
1585,0449212602,4.0
1585,0553282476,3.5
1589,0061031569,2.5
1596,0060002492,2.5
1597,0679732241,2.0
1608,0449212602,5.0
1608,0515090174,4.0
1660,089480829X,3.5
1674,0060975547,4.5
1674,0345416880,3.5
1674,038548951X,5.0
1674,0393312801,5.0
1721,0449225151,4.5
1730,0767905180,4.0
1733,0316089699,2.5
1733,0345447840,5.0
1733,0440168724,4.5
1733,0553285947,3.5
1733,0553574078,4.0
1759,067164257X,4.0
1775,0140348107,4.0
1790,0375701427,4.0
1790,044022165X,2.5
1790,0671793489,4.0
1791,0380014300,4.0
1805,0312195516,4.5
1841,0451208811,2.5
1848,0312852487,5.0
1848,0671722727,5.0
1848,0684818868,5.0
1848,0786868716,5.0
1848,0812513738,4.0
1903,068815252X,1.5
1903,078686351X,3.0
1905,0553274503,2.5
1923,0413588106,4.0
1928,0835902242,4.0
2010,0451197879,4.0
2012,0316154067,4.5
2012,0413588106,5.0
2012,0670892963,1.0
2019,0440211727,2.5
2030,0062513982,5.0
2030,0385315287,5.0
2033,0060256737,5.0
2033,0345337662,2.5
2033,0399523308,3.0
2033,0439139597,4.5
2033,043935806X,4.5
2033,0451456718,5.0
2033,051513628X,3.0
2033,0553573136,4.0
2033,0590353403,4.5
2033,0812532554,5.0
2033,0812533313,5.0
2033,0886774012,4.5
2033,0886774632,5.0
2036,0452281296,4.0
2041,0385416342,3.5
2041,068483376X,0.5
2070,0553275860,4.5
2089,0446605239,5.0
2097,0060955775,4.5
2103,0385472951,4.5
2106,0553565915,4.0
2109,055356160X,2.0
2110,0064472779,4.0
2110,0380570009,5.0
2110,0671527215,4.5
2115,0515120618,3.5
2119,0971766711,2.5
2127,0446605239,4.0
2139,0385335830,3.5
2139,0515130389,5.0
2139,0553272837,5.0
2169,0743412028,3.5
2170,3442429439,3.5
2179,0446532231,4.5
2179,0590353403,5.0
2179,0886777844,4.5
2189,0312243359,4.0
2197,1550223968,4.0
2199,0099771519,4.5
2204,0440211727,4.5
2216,3257218370,4.0
2222,014018869X,4.5
2276,0380002930,4.5
2276,0380542625,5.0
2276,0425037967,4.0
2276,0425119653,4.0
2276,0440145465,5.0
2276,0440237424,3.0
2276,0446609323,4.5
2276,0671016768,4.0
2276,0671660632,2.5
2276,0671797050,5.0
2276,0805063897,5.0
2276,0812517725,4.0
2276,0886774632,5.0
2287,0380014033,3.5
2288,0070212570,4.0
2288,0553582763,4.5
2292,0451204948,4.0
2312,0140348107,4.0
2313,0679745580,4.0
2326,0880381736,4.0
2333,0312195516,4.5
2337,0060987561,3.5
2337,0142001740,4.0
2337,0671510126,4.0
2337,0842314296,5.0
2340,0373250290,2.0
2350,0525945172,4.0
2354,014131088X,4.0
2358,0140071083,3.0
2358,0446603775,4.0
2363,0671726889,4.5
2375,0345465083,3.5
2385,0440216745,3.5
2388,0142001740,3.0
2399,0345337662,4.5
2399,0812533666,2.0
2437,0061032093,4.5
2437,0515114693,4.5
2439,0060507403,4.0
2439,0380002930,5.0
2462,0449003183,4.0
2466,0312966970,4.5
2481,0140280553,4.0
2550,052594527X,5.0
2562,0375412824,4.0
2565,1558743669,5.0
2584,0441005764,5.0
2589,0451410777,3.0
2589,0671034065,2.0
2591,0449212602,4.5
2653,0399148019,4.5
2700,0743206045,3.5
2718,0451518845,5.0
2719,0451521358,4.0
2766,0060958022,4.0
2766,0440211263,4.0
2766,0446310786,5.0
2766,0679751602,3.0
2766,0684801221,5.0
2770,0517580497,4.5
2770,0842329129,3.0
2790,038533348X,5.0
2799,0812517725,4.5
2844,0812517725,4.0
2854,0446523569,3.5
2855,0399144463,2.5
2891,0142001740,3.5
2891,038548951X,4.0
2891,044900483X,4.5
2891,074325547X,4.0
2891,140003065X,4.5
2891,1400032717,4.0
2892,0684857820,4.5
2914,0812551583,3.5
2945,038548951X,4.0
2977,0385491050,1.5
2977,0385491077,3.5
2977,0425130215,4.5
2977,0449002632,4.0
2977,0671496107,5.0
2977,1573225681,4.0
2996,0345361792,4.0
3005,0312278586,2.5
3009,0385424728,3.5
3052,1400032717,4.5
3079,0312278586,2.5
3088,2070388905,3.5
3099,0440211727,4.0
3099,0446601241,3.5
3099,0446610038,3.5
3104,0805063897,4.0
3106,0451456718,5.0
3145,0380720191,5.0
3145,0446611611,4.0
3154,0451203895,2.5
3167,0345337662,2.5
3167,0380012863,4.0
3167,0425181464,4.0
3167,0451458125,4.0
3167,0515090174,3.5
3167,0671721755,3.5
3167,080410526X,3.0
3192,0064407667,3.5
3232,0553236202,2.5
3243,0385498721,3.5
3282,0451176812,4.5
3305,0743412028,5.0
3310,0671042858,3.5
3326,345305136X,4.0
3331,0425161242,5.0
3331,0446527785,5.0
3331,0553576011,4.5
3344,042518336X,4.0
3346,0064407055,2.5
3346,0312890044,4.5
3346,0345441435,3.0
3346,0380789035,3.0
3346,0689710887,3.0
3346,156389470X,5.0
3350,0385335830,4.0
3363,0064405176,5.0
3363,0373250126,4.0
3363,0373250223,4.5
3363,0380973545,5.0
3363,0385722435,5.0
3363,044652087X,5.0
3363,0446605336,4.5
3363,055323370X,5.0
3363,0679751602,4.0
3368,0684859777,4.0
3371,0070212570,5.0
3371,0671705091,3.5
3371,0671793551,3.5
3373,0061099368,4.0
3373,0312995423,2.5
3373,0375727345,3.5
3373,0425161242,1.5
3373,0425178951,2.5
3373,0451208811,4.0
3373,0671027387,2.5
3416,2070388905,5.0
3418,067988288X,3.5
3460,0446605239,3.0
3467,0440237262,4.5
3471,014004387X,5.0
3471,0486264785,4.0
3481,0312978367,3.5
3507,0449212602,4.0
3508,0140431357,3.5
3514,0385336179,4.5
3541,0553582755,4.0
3542,0312050631,2.5
3542,0446310786,5.0
3546,0142002267,4.0
3556,0842321934,5.0
3569,0767905938,3.0
3578,0345347951,4.0
3578,1550548913,4.5
3578,1573225517,5.0
3588,0156628708,3.5
3594,0060808241,3.5
3605,0451147367,2.5
3640,0142002267,4.0
3640,0671567829,4.0
3643,1573228281,5.0
3675,0375725849,5.0
3675,1593080255,5.0
3675,8495501198,2.0
3693,0441003257,4.0
3694,0446523569,4.0
3719,0345384369,4.0
3719,0449219410,4.5
3728,0060008776,3.5
3780,0743437640,4.0
3789,0380017601,5.0
3799,0140293442,4.0
3814,0156011042,2.0
3817,0385479565,4.5
3817,0440967694,5.0
3821,0060930535,3.5
3827,0312274920,4.0
3827,0345337662,3.5
3827,034538475X,4.0
3827,0553562614,5.0
3827,0886777844,3.5
3839,0060932759,3.5
3840,0345423291,5.0
3840,0425183238,5.0
3840,1570613818,4.5
3853,048627263X,5.0
3884,0399147020,4.0
3917,031205436X,5.0
3917,038533348X,3.5
3917,0670892963,2.5
3917,0688156819,5.0
3917,0872860175,4.0
3917,1573226521,3.5
3923,0064407667,2.5
3923,0064407675,2.5
3923,0380731797,4.0
3923,0380789019,3.5
3923,0380977788,3.0
3930,8408043641,3.5
3951,0060931809,3.5
3975,0375760911,4.5
4017,0060517794,5.0
4017,0140042598,5.0
4017,0345423291,4.5
4017,0345433491,4.5
4017,0375411550,5.0
4017,0375412557,5.0
4017,0375701966,4.5
4017,0380005239,5.0
4017,038533334X,5.0
4017,0395908728,4.0
4017,0399142789,5.0
4017,0446310786,5.0
4017,0446677450,5.0
4017,0449911004,4.0
4017,0609608738,5.0
4017,0670892963,4.0
4017,1558746161,5.0
4017,1573228281,4.5
4035,0060008776,3.5
4053,0374129983,1.0
4066,0440154731,3.0
4077,0380789035,4.0
4091,0399148515,4.5
4091,0445406518,4.0
4091,0671027387,4.0
4092,0671441981,3.5
4098,0312995423,1.5
4098,0553380168,5.0
4107,0345380371,2.5
4131,0380728133,4.0
4131,0590660543,4.5
4138,1573227331,4.0
4143,0439404371,4.0
4144,0440222915,4.0
4149,0312192339,2.5
4149,0842329129,0.5
4157,0380727501,4.0
4157,0440136482,1.5
4157,0812968379,4.5
4164,034545071X,2.5
4169,0375502238,4.0
4179,0553111531,4.5
4187,0399150897,4.5
4193,0375727345,2.5
4197,0679463070,4.0
4208,0099521016,3.0
4221,0373250126,4.0
4221,0373250193,5.0
4221,0373250223,4.0
4221,0440131480,3.0
4221,0440241413,4.5
4221,1558743669,4.5
4223,0552998001,3.5
4223,0671004530,3.5
4225,0446310786,5.0
4246,0140254587,3.5
4260,2070408507,4.0
4303,034547063X,3.0
4334,0451139739,4.0
4334,0451177096,3.5
4334,0553236202,3.0
4339,8408043641,3.5
4343,1852428112,2.5
4358,0451457811,4.0
4385,0373482949,5.0
4385,0446360732,5.0
4385,0553576011,5.0
4385,1551667436,5.0
4386,0070212570,4.0
4426,0316781266,4.0
4431,0671623249,4.5
4432,033028813X,4.0
4437,8817131628,4.0
4475,8878242357,3.0
4483,0393312836,4.0
4483,0553293400,3.5
4524,8817106259,4.5
4541,0060529709,4.0
4541,0140049975,4.5
4571,1860463312,3.0
4574,038550926X,2.5
4591,0446611239,3.5
4622,0385336179,5.0
4622,0786886463,3.5
4766,059030271X,5.0
4785,0380789019,3.5
4795,0060930535,5.0
4795,0151003084,4.0
4795,0446532231,4.0
4795,1558743669,4.0
4809,0439139597,4.0
4809,0441005489,4.0
4809,0590353403,4.0
4821,0786868716,3.0
4864,0446322180,2.5
4896,0439064872,5.0
4912,0553210823,3.5
4938,042513525X,3.5
4938,0440972329,5.0
4938,0451156609,5.0
4938,0786864516,3.5
4965,0671016768,3.5
5012,0394574745,5.0
5025,0553278118,3.5
5037,0440211727,5.0
5037,0446608955,4.0
5048,0743237188,5.0
5055,0440211263,3.0
5101,0060977493,2.5
5127,8807813025,4.5
5158,2266084372,4.0
5163,1586480499,2.5
5207,0440204429,4.0
5207,0440241073,4.0
5207,0679404856,4.0
5208,202025462X,4.0
5209,0345384210,5.0
5223,8466301526,2.5
5268,0451166892,5.0
5268,0451167716,4.5
5268,1558506462,2.5
5294,0312243022,2.0
5295,0061098361,3.5
5297,0099771519,3.5
5337,0425179613,2.5
5350,3453127013,3.5
5351,0330253565,3.5
5385,0679732241,5.0
5416,0440211263,3.5
5424,0312243359,5.0
5429,0743469844,4.5
5439,0060938455,4.5
5439,0375504613,4.0
5439,0805063897,5.0
5452,0446600253,4.0
5476,0312278586,3.5
5476,0316782262,3.0
5476,0446609323,2.5
5476,0679439382,0.5
5476,0688177743,5.0
5490,0060930535,3.5
5499,0345458915,5.0
5499,0525947655,5.0
5501,0553580515,3.5
5531,0393312801,3.5
5539,0061031844,3.0
5539,0142001740,4.0
5539,0671027387,5.0
5543,0590444646,4.0
5543,0671517643,5.0
5543,0880389052,4.5
5555,0330306839,3.5
5582,0060987324,4.0
5582,0312966970,5.0
5582,0345301110,3.5
5582,0380789035,4.5
5582,0380817683,4.0
5582,0385315287,4.5
5582,0425176304,5.0
5582,0425181464,5.0
5582,0425183971,5.0
5582,0441007813,5.0
5582,0525934960,4.0
5582,0671742493,4.5
5582,0679736395,5.0
5582,0679785892,4.5
5582,068482499X,5.0
5582,0894803204,5.0
5585,0312983271,2.5
5609,0345347951,5.0
5634,0375725849,5.0
5636,0425162443,4.0
5638,0449204553,3.5
5639,0061009504,3.0
5677,0345440765,5.0
5703,0060278234,4.5
5709,0064472779,3.5
5722,0060930535,4.0
5728,0743457358,4.0
5741,0061031410,4.5
5741,0140071083,4.5
5741,0451208811,3.5
5766,0441009239,2.5
5770,0006550789,2.5
5774,0451163540,2.5
5784,080410526X,4.0
5792,0394821998,2.5
5815,0451203895,2.5
5861,006092988X,4.5
5861,0451523377,4.0
5882,0679775439,4.0
5899,0061020710,4.0
5899,0380789035,4.5
5899,0812521331,4.0
5903,0449212602,4.5
5903,0767905180,4.0
5932,0156628708,2.5
5942,0842329129,1.0
5956,0061073628,3.5
5956,0842329129,2.5
5963,0399145796,4.0
5988,0425121259,3.5
6007,0440224853,2.5
6018,0375760393,3.5
6066,0552133256,3.5
6073,0345347536,4.0
6073,0375704558,4.5
6073,0380002930,5.0
6073,0385491050,4.0
6073,0440211727,3.0
6073,0440416027,4.5
6073,0449211827,4.5
6073,0553273914,4.5
6073,0679735909,5.0
6073,0767904427,5.0
6074,0446610038,4.0
6102,0140042520,4.0
6102,0142001805,4.5
6102,0743420373,4.0
6115,0525946284,5.0
6124,0671527215,4.0
6135,0312995423,5.0
6139,1853262390,4.0
6153,1558743669,3.5
6238,0156006391,4.5
6238,0345361792,4.0
6238,0345389964,5.0
6238,0553377868,5.0
6238,0679777547,5.0
6242,0060958022,3.0
6242,0060975547,2.5
6242,0156006391,2.5
6242,0312130279,3.5
6242,0312144075,2.5
6242,0312195516,3.5
6242,0312243022,4.0
6242,0340728256,3.0
6242,037570745X,3.5
6242,0375724834,3.5
6242,039592720X,2.5
6242,0446678457,2.5
6242,0679777547,3.0
6242,0684803356,3.5
6242,068482499X,3.0
6242,0747545634,3.5
6242,1550223968,2.5
6242,1573227331,3.0
6242,1573228281,3.5
6243,0375702709,4.5
6247,0316969443,5.0
6251,0060256737,5.0
6251,015602943X,5.0
6251,0312952716,4.0
6251,0375504613,3.5
6251,0375727345,3.0
6251,0380789035,3.5
6251,0439139597,5.0
6251,043935806X,4.5
6251,0440224675,3.0
6251,0440498058,5.0
6251,0441003257,5.0
6251,0446532231,5.0
6251,0525934960,4.5
6251,0553274325,5.0
6251,0671660632,5.0
6251,0684859777,4.0
6251,0809117541,5.0
6251,0836220986,5.0
6251,1400032717,5.0
6251,156402976X,5.0
6252,0552143774,5.0
6254,0842342702,5.0
6273,884590184X,4.0
6280,0060932147,2.5
6295,8817106259,4.0
6298,0446531480,4.0
6318,0671042858,3.0
6323,0385424728,3.0
6323,0399143807,1.0
6323,0440211263,4.5
6323,0446403237,1.0
6323,0446601241,4.0
6323,0446667900,3.5
6323,0553285343,4.5
6323,0892967048,2.5
6330,0786886463,2.0
6333,0064407667,3.0
6345,0451183665,5.0
6345,0671742493,4.5
6347,0140140352,2.5
6347,0446605239,3.5
6348,0440241073,4.0
6360,8495501198,4.0
6365,0066620732,4.0
6366,1853262390,5.0
6376,0553205803,5.0
6398,0451203895,3.0
6431,0060193395,4.5
6431,0425144372,4.5
6431,0439139597,5.0
6431,043935806X,5.0
6431,0446363669,4.0
6431,0590353403,5.0
6431,0684853523,4.0
6450,0140140352,5.0
6472,0440241413,4.0
6492,0316812471,3.0
6497,038081093X,4.0
6532,031286504X,4.5
6532,038533348X,4.5
6532,0425099334,2.0
6532,0743457358,3.5
6543,0061009504,5.0
6543,0061020710,3.0
6543,0140280553,3.0
6543,0142001740,4.5
6543,0312289723,4.0
6543,0345436911,4.0
6543,0345443128,3.5
6543,038548951X,5.0
6543,0399149422,2.5
6543,0446610038,4.5
6543,0451207246,3.5
6543,0553274503,4.0
6543,060980619X,3.5
6543,0767905385,3.5
6543,0802135161,3.0
6543,0805062971,4.0
6543,0872860175,5.0
6543,1563898586,4.0
6563,0060085444,3.0
6563,0312278586,3.5
6563,0385335830,3.5
6563,043935806X,5.0
6563,0440211727,5.0
6563,0446610674,4.5
6563,0451188489,2.5
6563,0552998001,4.0
6563,0679751602,4.5
6563,0786868716,5.0
6563,0786881852,4.0
6563,1565115430,4.0
6564,0061059064,5.0
6566,0312983271,4.0
6566,031298328X,3.0
6566,0312983301,4.0
6566,0451181379,4.0
6566,0553284118,4.0
6575,0060926317,1.0
6575,0060929790,4.0
6575,0060972122,1.5
6575,0060976241,4.0
6575,014018869X,4.0
6575,0142001740,4.0
6575,0156006391,4.5
6575,015602943X,5.0
6575,0312144075,4.5
6575,0312195516,4.0
6575,0312243022,3.5
6575,0312966970,4.5
6575,0312989393,3.0
6575,0345433491,4.0
6575,0373250126,2.5
6575,0375501959,4.5
6575,0375502238,3.5
6575,0375760911,3.5
6575,0380002930,2.0
6575,0380730200,4.0
6575,0380977788,4.5
6575,038533334X,2.0
6575,0385335482,2.5
6575,038549744X,4.5
6575,0425184943,2.0
6575,0446527785,0.5
6575,0449911004,4.0
6575,0679457526,3.5
6575,0679751602,4.5
6575,0786886323,4.5
6575,080410526X,2.5
6575,0811801802,4.5
6575,0836217012,4.0
6575,0890876517,3.0
6575,1573229725,4.0
6577,0345441265,3.5
6577,0425181464,2.5
6577,0446527785,3.5
6577,0743237188,4.5
6608,0385722109,2.0
6611,0440136482,5.0
6611,0679412956,5.0
6611,0842329129,4.5
6635,0312050631,4.0
6637,0142001740,5.0
6637,0743206045,4.0
6662,0515130923,4.0
6671,0373790899,2.0
6679,0312195516,5.0
6679,0425162443,3.5
6679,0671042858,5.0
6679,0684801221,4.0
6680,0441005489,3.0
6682,0060955775,5.0
6689,0064407667,1.0
6704,0142001740,5.0
6737,0312130279,4.0
6764,0375727345,4.0
6769,0425178951,3.5
6772,0061031569,3.0
6772,0440241413,3.0
6772,0446605239,2.5
6787,0451173139,4.0
6789,0553278118,2.5
6789,0743225325,4.0
6801,0440224853,5.0
6840,0061057649,3.5
6840,0425100650,4.0
6865,0451451155,4.5
6865,0451453328,4.5
6871,0440211727,2.0
6873,0590466194,3.0
6884,0312924585,3.5
6884,0380789035,4.0
6884,0671024248,4.0
6893,038073186X,4.5
6900,0671894455,3.5
6912,0446523569,5.0
6929,0140051317,5.0
6941,0345354613,4.5
6941,0967231434,4.5
6944,0767905385,5.0
6958,0449911004,3.5
6968,0425121259,2.5
6991,0446605239,4.5
6998,8817106100,5.0
7053,0684819066,3.5
7056,0671024094,3.5
7079,0345301110,4.5
7082,0312966970,2.5
7082,0525934960,3.0
7082,0684833395,4.5
7084,0140042393,5.0
7105,0142001740,3.5
7105,0552998001,5.0
7125,0060586125,4.0
7125,0060930535,4.0
7125,0345450892,5.0
7125,0375727345,3.5
7125,0375760911,4.5
7125,0440241162,4.0
7125,0446391301,4.0
7125,0553582763,4.0
7125,060980619X,1.5
7125,0671028375,4.5
7125,0786868716,5.0
7134,0061009504,4.0
7134,0312195516,4.5
7134,0446400157,3.0
7158,0066214440,2.5
7158,0345442768,5.0
7158,0375502238,2.0
7158,0399151273,5.0
7158,0446605239,5.0
7158,0446608955,4.5
7162,043912042X,4.5
7210,006091307X,2.5
7210,0446391301,4.5
7210,0553213695,1.5
7226,1573225517,4.5
7283,0312278586,4.5
7283,0345380371,4.0
7283,0451210840,5.0
7283,0451451538,4.5
7283,0553278274,3.5
7283,0743417682,3.5
7286,0375826688,4.5
7286,043912042X,4.5
7286,089480829X,3.5
7306,0060930535,3.5
7312,0380789019,1.0
7312,0671024094,5.0
7316,0060977493,4.5
7338,0671027387,4.5
7341,0345433491,4.0
7346,014018869X,3.0
7346,0312924585,4.5
7346,0312966970,4.0
7346,0345316002,3.5
7346,0345361792,4.5
7346,0345380371,4.5
7346,0345384911,3.0
7346,0380006286,5.0
